Date,Year,Month,Day,Open Price,Low Price,High Price,AVG Price,Close Price,Volume,Company Name
2023-11-08,2023,November,8,103.739998,103.650002,104.82,104.235001,104.300003,7453000.0,Starbucks
2023-11-09,2023,November,9,104.300003,102.029999,104.459999,103.244999,102.230003,7607000.0,Starbucks
2023-11-10,2023,November,10,102.599998,101.980003,104.349998,103.16500049999999,104.330002,7338500.0,Starbucks
2023-11-13,2023,November,13,103.919998,102.959999,104.230003,103.595001,103.510002,7120800.0,Starbucks
2023-11-14,2023,November,14,104.480003,104.239998,105.82,105.029999,105.599998,8323000.0,Starbucks
2023-11-15,2023,November,15,105.660004,105.660004,106.540001,106.1000025,106.029999,7980200.0,Starbucks
2023-11-16,2023,November,16,106.279999,106.199997,107.660004,106.9300005,107.209999,8037200.0,Starbucks
2023-11-17,2023,November,17,107.18,105.480003,107.5,106.4900015,105.57,6341800.0,Starbucks
2023-11-20,2023,November,20,105.209999,103.860001,105.470001,104.66500099999999,104.300003,9799500.0,Starbucks
2023-11-21,2023,November,21,104.449997,103.169998,104.68,103.92499900000001,103.690002,6149000.0,Starbucks
2023-11-22,2023,November,22,104.160004,103.279999,104.68,103.9799995,103.440002,4828700.0,Starbucks
2023-11-24,2023,November,24,103.440002,102.470001,103.599998,103.0349995,102.779999,3206400.0,Starbucks
2023-11-27,2023,November,27,102.290001,102.07,103.089996,102.57999799999999,102.360001,7853600.0,Starbucks
2023-11-28,2023,November,28,101.959999,100.889999,102.050003,101.470001,101.18,6848100.0,Starbucks
2023-11-29,2023,November,29,101.510002,99.529999,101.690002,100.61000050000001,99.849998,8428500.0,Starbucks
2023-11-30,2023,November,30,100.059998,98.419998,100.120003,99.27000050000001,99.300003,11442600.0,Starbucks
2023-12-01,2023,December,1,98.5,97.519997,99.279999,98.39999800000001,99.199997,12503900.0,Starbucks
2023-12-04,2023,December,4,98.389999,96.769997,98.879997,97.824997,97.599998,11477400.0,Starbucks
2023-12-05,2023,December,5,97.379997,94.849998,97.480003,96.16500049999999,95.540001,16027300.0,Starbucks
2023-12-06,2023,December,6,95.949997,95.470001,97.169998,96.3199995,97.019997,12115000.0,Starbucks
2023-12-07,2023,December,7,97.25,96.269997,97.699997,96.98499699999999,96.440002,7858300.0,Starbucks
2023-12-08,2023,December,8,96.080002,95.809998,96.860001,96.3349995,96.610001,7124400.0,Starbucks
2023-12-11,2023,December,11,97.220001,97.220001,99.010002,98.1150015,98.120003,7639100.0,Starbucks
2023-12-12,2023,December,12,98.440002,97.43,98.599998,98.014999,98.150002,6313800.0,Starbucks
2023-12-13,2023,December,13,98.5,96.82,98.639999,97.72999949999999,98.110001,7741900.0,Starbucks
2023-12-14,2023,December,14,98.720001,97.150002,98.790001,97.9700015,97.839996,9764800.0,Starbucks
2023-12-15,2023,December,15,97.839996,96.559998,98.239998,97.399998,96.75,12463800.0,Starbucks
2023-12-18,2023,December,18,97.239998,95.919998,97.32,96.619999,96.559998,6146400.0,Starbucks
2023-12-19,2023,December,19,96.940002,96.940002,98.050003,97.4950025,97.720001,5992900.0,Starbucks
2023-12-20,2023,December,20,96.360001,94.650002,96.879997,95.7649995,94.709999,10057400.0,Starbucks
2023-12-21,2023,December,21,95.080002,94.470001,95.440002,94.95500150000001,95.330002,7097200.0,Starbucks
2023-12-22,2023,December,22,94.889999,94.339996,95.830002,95.084999,95.279999,6360400.0,Starbucks
2023-12-26,2023,December,26,95.339996,94.959999,95.690002,95.3250005,95.669998,3709500.0,Starbucks
2023-12-27,2023,December,27,95.690002,94.790001,95.779999,95.285,95.290001,4959300.0,Starbucks
2023-12-28,2023,December,28,95.5,95.110001,95.970001,95.54000099999999,95.93,4518300.0,Starbucks
2023-12-29,2023,December,29,95.879997,95.349998,96.349998,95.849998,96.010002,6134000.0,Starbucks
2024-01-02,2024,January,2,95.449997,93.620003,95.949997,94.785,93.669998,8859700.0,Starbucks
2024-01-03,2024,January,3,93.959999,93.059998,94.239998,93.649998,93.230003,7161700.0,Starbucks
2024-01-04,2024,January,4,93.099998,93.0,94.580002,93.79000099999999,93.550003,7118600.0,Starbucks
2024-01-05,2024,January,5,93.330002,92.480003,93.580002,93.0300025,92.989998,7189900.0,Starbucks
2024-01-08,2024,January,8,93.019997,92.949997,94.57,93.7599985,94.190002,7536900.0,Starbucks
2024-01-09,2024,January,9,93.610001,92.860001,93.730003,93.295002,93.089996,6348500.0,Starbucks
2024-01-10,2024,January,10,93.010002,92.879997,93.690002,93.2849995,93.5,5847700.0,Starbucks
2024-01-11,2024,January,11,93.330002,91.900002,93.639999,92.77000050000001,92.940002,6483600.0,Starbucks
2024-01-12,2024,January,12,93.230003,91.769997,93.400002,92.58499950000001,91.980003,5638700.0,Starbucks
2024-01-16,2024,January,16,92.660004,91.730003,92.730003,92.230003,92.699997,7493400.0,Starbucks
2024-01-17,2024,January,17,91.660004,91.400002,91.959999,91.6800005,91.769997,6672900.0,Starbucks
2024-01-18,2024,January,18,91.959999,91.82,93.43,92.625,93.339996,7549500.0,Starbucks
2024-01-19,2024,January,19,93.18,92.639999,94.239998,93.4399985,93.860001,9556100.0,Starbucks
2024-01-22,2024,January,22,93.800003,92.809998,93.919998,93.364998,93.07,9421000.0,Starbucks
2024-01-23,2024,January,23,93.029999,91.769997,93.650002,92.70999950000001,91.970001,10227100.0,Starbucks
2024-01-24,2024,January,24,92.550003,91.989998,92.839996,92.414997,92.040001,7661400.0,Starbucks
2024-01-25,2024,January,25,92.220001,91.720001,92.650002,92.1850015,92.610001,11991500.0,Starbucks
2024-01-26,2024,January,26,92.919998,92.410004,93.489998,92.950001,92.800003,9229400.0,Starbucks
2024-01-29,2024,January,29,93.019997,92.239998,93.93,93.08499900000001,93.800003,12728100.0,Starbucks
2024-01-30,2024,January,30,93.0,92.589996,94.68,93.634998,94.080002,17625200.0,Starbucks
2024-01-31,2024,January,31,98.279999,93.019997,98.360001,95.689999,93.029999,26751800.0,Starbucks
2024-02-01,2024,February,1,93.099998,91.870003,93.599998,92.7350005,93.370003,15001500.0,Starbucks
2024-02-02,2024,February,2,92.690002,91.669998,93.610001,92.6399995,92.989998,11365900.0,Starbucks
2024-02-05,2024,February,5,92.779999,91.900002,92.870003,92.3850025,92.510002,7335800.0,Starbucks
2024-02-06,2024,February,6,92.5,92.349998,95.699997,94.0249975,95.669998,11531500.0,Starbucks
2024-02-07,2024,February,7,96.239998,94.43,96.660004,95.54500200000001,95.309998,9078000.0,Starbucks
2024-02-08,2024,February,8,95.099998,93.93,96.690002,95.310001,96.589996,9888100.0,Starbucks
2024-02-09,2024,February,9,96.32,96.290001,97.989998,97.1399995,97.300003,9385600.0,Starbucks
2024-02-12,2024,February,12,96.919998,95.379997,97.139999,96.259998,95.470001,9224400.0,Starbucks
2024-02-13,2024,February,13,94.849998,93.389999,95.559998,94.4749985,93.870003,8138500.0,Starbucks
2024-02-14,2024,February,14,94.080002,93.760002,94.470001,94.1150015,94.07,5510600.0,Starbucks
2024-02-15,2024,February,15,94.029999,93.0,94.239998,93.619999,93.220001,8878000.0,Starbucks
2024-02-16,2024,February,16,93.099998,92.75,94.18,93.465,93.220001,5734200.0,Starbucks
2024-02-20,2024,February,20,93.360001,93.07,94.120003,93.5950015,93.459999,8844500.0,Starbucks
2024-02-21,2024,February,21,93.860001,93.769997,95.769997,94.769997,95.019997,8286300.0,Starbucks
2024-02-22,2024,February,22,94.889999,94.139999,96.080002,95.1100005,95.779999,8124700.0,Starbucks
2024-02-23,2024,February,23,95.879997,95.580002,96.93,96.255001,95.620003,6845200.0,Starbucks
2024-02-26,2024,February,26,95.360001,94.25,95.57,94.91,94.279999,7043800.0,Starbucks
2024-02-27,2024,February,27,94.32,93.599998,94.660004,94.130001,94.129997,5356100.0,Starbucks
2024-02-28,2024,February,28,93.769997,92.769997,93.970001,93.369999,93.0,5622400.0,Starbucks
2024-02-29,2024,February,29,94.5,93.980003,95.099998,94.54000049999999,94.900002,11221100.0,Starbucks
2024-03-01,2024,March,1,94.449997,92.910004,94.57,93.740002,93.160004,7990800.0,Starbucks
2024-03-04,2024,March,4,93.059998,92.040001,93.32,92.6800005,92.459999,7321000.0,Starbucks
2024-03-05,2024,March,5,92.099998,91.07,92.169998,91.619999,91.220001,7137300.0,Starbucks
2024-03-06,2024,March,6,91.349998,91.120003,92.029999,91.575001,91.650002,4826900.0,Starbucks
2024-03-07,2024,March,7,91.620003,90.309998,91.760002,91.035,90.949997,8792400.0,Starbucks
2024-03-08,2024,March,8,90.620003,90.599998,91.529999,91.0649985,91.059998,7671500.0,Starbucks
2024-03-11,2024,March,11,91.260002,91.169998,92.959999,92.0649985,92.07,6702300.0,Starbucks
2024-03-12,2024,March,12,92.0,91.209999,92.720001,91.965,92.400002,9444900.0,Starbucks
2024-03-13,2024,March,13,92.489998,90.870003,92.870003,91.870003,91.610001,8254500.0,Starbucks
2024-03-14,2024,March,14,91.099998,90.410004,91.709999,91.0600015,91.660004,8544800.0,Starbucks
2024-03-15,2024,March,15,91.599998,90.099998,92.019997,91.05999750000001,90.120003,18133600.0,Starbucks
2024-03-18,2024,March,18,90.75,90.529999,91.43,90.9799995,91.010002,7413900.0,Starbucks
2024-03-19,2024,March,19,91.0,90.860001,91.900002,91.38000149999999,91.589996,5676500.0,Starbucks
2024-03-20,2024,March,20,91.790001,91.519997,92.629997,92.074997,92.599998,5804400.0,Starbucks
2024-03-21,2024,March,21,92.629997,91.639999,93.169998,92.4049985,91.660004,6287300.0,Starbucks
2024-03-22,2024,March,22,91.739998,90.059998,91.779999,90.91999849999999,90.709999,6493800.0,Starbucks
2024-03-25,2024,March,25,90.650002,90.470001,91.120003,90.795002,90.669998,6903000.0,Starbucks
2024-03-26,2024,March,26,90.980003,90.230003,91.0,90.6150015,90.360001,6216100.0,Starbucks
2024-03-27,2024,March,27,90.650002,90.599998,91.830002,91.215,91.5,5863700.0,Starbucks
2024-03-28,2024,March,28,91.790001,91.300003,92.239998,91.77000050000001,91.389999,6784300.0,Starbucks
2024-04-01,2024,April,1,91.82,91.019997,92.07,91.54499849999999,91.529999,4990200.0,Starbucks
2024-04-02,2024,April,2,91.110001,89.230003,91.239998,90.2350005,89.300003,8276800.0,Starbucks
2024-04-03,2024,April,3,89.599998,88.650002,89.839996,89.244999,88.699997,6316400.0,Starbucks
2024-04-04,2024,April,4,89.129997,87.610001,89.339996,88.4749985,87.620003,8057600.0,Starbucks
2024-04-05,2024,April,5,87.900002,86.830002,87.93,87.380001,86.849998,7153300.0,Starbucks
2024-04-08,2024,April,8,86.970001,86.360001,87.360001,86.860001,87.190002,6322900.0,Starbucks
2024-04-09,2024,April,9,87.190002,86.309998,87.599998,86.95499799999999,87.129997,6242700.0,Starbucks
2024-04-10,2024,April,10,86.32,85.599998,86.870003,86.2350005,85.949997,7413900.0,Starbucks
2024-04-11,2024,April,11,86.0,85.260002,86.309998,85.785,85.900002,6841600.0,Starbucks
2024-04-12,2024,April,12,85.419998,84.290001,85.510002,84.9000015,84.919998,8591200.0,Starbucks
2024-04-15,2024,April,15,85.400002,84.919998,86.370003,85.64500050000001,85.169998,9676900.0,Starbucks
2024-04-16,2024,April,16,84.82,84.419998,86.190002,85.305,85.419998,8866800.0,Starbucks
2024-04-17,2024,April,17,86.0,85.339996,86.419998,85.879997,86.209999,6870100.0,Starbucks
2024-04-18,2024,April,18,86.440002,86.050003,87.629997,86.84,87.150002,11403300.0,Starbucks
2024-04-19,2024,April,19,87.150002,87.120003,88.080002,87.60000249999999,87.610001,11898200.0,Starbucks
2024-04-22,2024,April,22,88.080002,87.339996,88.610001,87.9749985,88.18,8669000.0,Starbucks
2024-04-23,2024,April,23,88.769997,87.32,88.809998,88.064999,87.870003,5670500.0,Starbucks
2024-04-24,2024,April,24,87.059998,86.949997,88.940002,87.9449995,88.75,7183900.0,Starbucks
2024-04-25,2024,April,25,89.550003,87.68,89.730003,88.70500150000001,87.839996,7284600.0,Starbucks
2024-04-26,2024,April,26,87.400002,87.370003,89.25,88.3100015,88.25,7185300.0,Starbucks
2024-04-29,2024,April,29,88.239998,87.860001,88.610001,88.235001,88.330002,8522800.0,Starbucks
2024-04-30,2024,April,30,87.610001,87.18,88.989998,88.08499900000001,88.489998,14538400.0,Starbucks
2024-05-01,2024,May,1,75.82,72.669998,76.989998,74.829998,74.440002,66610700.0,Starbucks
2024-05-02,2024,May,2,74.900002,73.349998,75.150002,74.25,74.93,23883400.0,Starbucks
2024-05-03,2024,May,3,75.269997,72.989998,75.510002,74.25,73.110001,22153800.0,Starbucks
2024-05-06,2024,May,6,73.309998,72.699997,74.190002,73.4449995,72.900002,18632200.0,Starbucks
2024-05-07,2024,May,7,72.849998,71.800003,72.849998,72.3250005,72.5,21901300.0,Starbucks
2024-05-08,2024,May,8,72.290001,72.25,74.470001,73.3600005,73.5,24482600.0,Starbucks
2024-05-09,2024,May,9,73.57,73.07,75.760002,74.41500099999999,75.68,18591500.0,Starbucks
2024-05-10,2024,May,10,75.309998,75.059998,76.309998,75.684998,76.110001,15761900.0,Starbucks
2024-05-13,2024,May,13,76.220001,75.800003,76.839996,76.3199995,76.18,10953600.0,Starbucks
2024-05-14,2024,May,14,76.230003,75.519997,76.730003,76.125,75.629997,10961100.0,Starbucks
2024-05-15,2024,May,15,75.900002,75.32,76.029999,75.6749995,75.699997,8826500.0,Starbucks
2024-05-16,2024,May,16,75.190002,74.459999,75.550003,75.005001,75.279999,10758500.0,Starbucks
2024-05-17,2024,May,17,75.269997,74.919998,78.0,76.45999900000001,77.849998,14436500.0,Starbucks
2024-05-20,2024,May,20,77.68,76.709999,78.32,77.51499949999999,77.540001,11183800.0,Starbucks
2024-05-21,2024,May,21,77.559998,77.5,78.220001,77.8600005,77.720001,8916600.0,Starbucks
2024-05-22,2024,May,22,77.699997,77.440002,81.019997,79.2299995,80.720001,22063400.0,Starbucks
2024-05-23,2024,May,23,80.099998,79.169998,80.699997,79.93499750000001,79.260002,4651418.0,Starbucks
2022-01-03,2022,January,3,3351.0,3323.21,3414.07,3368.6400000000003,3408.09,3193456.0,Amazon
2022-01-04,2022,January,4,3408.76,3326.99,3428.0,3377.495,3350.44,3536257.0,Amazon
2022-01-05,2022,January,5,3337.66,3287.14,3342.525,3314.8325,3287.14,3215135.0,Amazon
2022-01-06,2022,January,6,3269.01,3238.744,3296.0,3267.3720000000003,3265.08,2597888.0,Amazon
2022-01-07,2022,January,7,3276.78,3240.62,3304.865,3272.7425,3251.08,2330294.0,Amazon
2022-01-10,2022,January,10,3211.71,3126.09,3233.23,3179.66,3229.72,4389914.0,Amazon
2022-01-11,2022,January,11,3230.0,3214.03,3327.0,3270.5150000000003,3307.24,3140278.0,Amazon
2022-01-12,2022,January,12,3331.5,3288.34,3337.56,3312.95,3304.14,2501455.0,Amazon
2022-01-13,2022,January,13,3305.01,3221.82,3324.43,3273.125,3224.28,2609414.0,Amazon
2022-01-14,2022,January,14,3203.0,3196.01,3245.0,3220.505,3242.76,2298742.0,Amazon
2022-01-18,2022,January,18,3182.1,3153.29,3194.69,3173.99,3178.35,3372071.0,Amazon
2022-01-19,2022,January,19,3175.24,3125.0,3185.0,3155.0,3125.98,2662095.0,Amazon
2022-01-20,2022,January,20,3135.32,3027.02,3160.0,3093.51,3033.35,3598665.0,Amazon
2022-01-21,2022,January,21,2999.0,2841.408,3018.0,2929.7039999999997,2852.86,8198571.0,Amazon
2022-01-24,2022,January,24,2780.0,2707.04,2898.9,2802.9700000000003,2890.88,7802236.0,Amazon
2022-01-25,2022,January,25,2844.85,2762.9,2872.0,2817.45,2799.72,4541232.0,Amazon
2022-01-26,2022,January,26,2895.0,2746.37,2903.695,2825.0325000000003,2777.45,4780084.0,Amazon
2022-01-27,2022,January,27,2816.0,2787.0,2884.87,2835.935,2792.75,3875789.0,Amazon
2022-01-28,2022,January,28,2817.21,2758.585,2879.96,2819.2725,2879.56,3719598.0,Amazon
2022-01-31,2022,January,31,2895.0,2886.01,3007.21,2946.61,2991.47,3915371.0,Amazon
2022-02-01,2022,February,1,3000.0,2952.555,3034.16,2993.3575,3023.87,2960991.0,Amazon
2022-02-02,2022,February,2,3101.009,2977.272,3101.5,3039.386,3012.25,4366487.0,Amazon
2022-02-03,2022,February,3,2834.75,2766.66,2884.95,2825.805,2776.91,11276569.0,Amazon
2022-02-04,2022,February,4,3112.13,3012.16,3224.0,3118.08,3152.79,12672789.0,Amazon
2022-02-07,2022,February,7,3170.4,3145.0,3253.815,3199.4075000000003,3158.71,5131218.0,Amazon
2022-02-08,2022,February,8,3135.01,3111.01,3235.85,3173.4300000000003,3228.27,3802017.0,Amazon
2022-02-09,2022,February,9,3257.47,3205.0,3276.69,3240.8450000000003,3223.79,3439279.0,Amazon
2022-02-10,2022,February,10,3167.0,3155.0,3214.33,3184.665,3180.07,3413405.0,Amazon
2022-02-11,2022,February,11,3162.69,3054.675,3180.0,3117.3375,3065.87,3855021.0,Amazon
2022-02-14,2022,February,14,3035.02,3033.0,3168.966,3100.983,3103.34,4161534.0,Amazon
2022-02-15,2022,February,15,3152.11,3092.75,3160.14,3126.4449999999997,3130.21,2848532.0,Amazon
2022-02-16,2022,February,16,3115.81,3094.69,3176.68,3135.685,3162.01,2635213.0,Amazon
2022-02-17,2022,February,17,3162.92,3090.0,3206.975,3148.4875,3093.05,3201624.0,Amazon
2022-02-18,2022,February,18,3109.99,3017.86,3109.99,3063.925,3052.03,3180204.0,Amazon
2022-02-22,2022,February,22,3009.57,2969.71,3059.65,3014.6800000000003,3003.95,3306411.0,Amazon
2022-02-23,2022,February,23,3033.01,2893.02,3035.26,2964.1400000000003,2896.54,3212177.0,Amazon
2022-02-24,2022,February,24,2796.75,2790.0,3034.98,2912.49,3027.16,5039287.0,Amazon
2022-02-25,2022,February,25,3011.0,2984.27,3079.8,3032.035,3075.77,3119767.0,Amazon
2022-02-28,2022,February,28,3048.5,3017.0,3089.0,3053.0,3071.26,2884170.0,Amazon
2022-03-01,2022,March,1,3054.65,2999.54,3081.98,3040.76,3022.84,2243678.0,Amazon
2022-03-02,2022,March,2,3016.98,2975.0,3059.99,3017.495,3041.05,2366735.0,Amazon
2022-03-03,2022,March,3,3070.63,2937.12,3078.58,3007.85,2957.97,3259859.0,Amazon
2022-03-04,2022,March,4,2943.18,2876.14,2957.0,2916.5699999999997,2912.82,3049155.0,Amazon
2022-03-07,2022,March,7,2908.87,2748.33,2921.89,2835.1099999999997,2749.06,4346692.0,Amazon
2022-03-08,2022,March,8,2733.67,2671.45,2813.99,2742.72,2720.29,4583128.0,Amazon
2022-03-09,2022,March,9,2790.0,2736.56,2805.0,2770.7799999999997,2785.58,4132832.0,Amazon
2022-03-10,2022,March,10,2913.7,2879.56,2973.485,2926.5225,2936.35,6753144.0,Amazon
2022-03-11,2022,March,11,2991.49,2907.38,2993.5,2950.44,2910.49,3445027.0,Amazon
2022-03-14,2022,March,14,2919.62,2817.68,2949.0,2883.34,2837.06,3704304.0,Amazon
2022-03-15,2022,March,15,2857.0,2840.0,2959.7,2899.85,2947.33,3779229.0,Amazon
2022-03-16,2022,March,16,2970.0,2947.07,3063.0,3005.035,3062.08,4247883.0,Amazon
2022-03-17,2022,March,17,3052.81,3042.8,3149.97,3096.385,3144.78,3646741.0,Amazon
2022-03-18,2022,March,18,3136.26,3120.22,3231.88,3176.05,3225.01,5148137.0,Amazon
2022-03-21,2022,March,21,3222.415,3191.06,3261.68,3226.37,3229.83,3326875.0,Amazon
2022-03-22,2022,March,22,3236.11,3233.98,3323.34,3278.66,3297.78,3204305.0,Amazon
2022-03-23,2022,March,23,3274.1,3253.74,3327.4,3290.5699999999997,3268.16,2790592.0,Amazon
2022-03-24,2022,March,24,3274.99,3201.0,3282.37,3241.685,3272.99,2839902.0,Amazon
2022-03-25,2022,March,25,3280.0,3245.0,3307.37,3276.185,3295.47,2454274.0,Amazon
2022-03-28,2022,March,28,3299.5,3298.0,3380.75,3339.375,3379.81,2992690.0,Amazon
2022-03-29,2022,March,29,3407.68,3357.37,3416.63,3387.0,3386.3,3307679.0,Amazon
2022-03-30,2022,March,30,3370.19,3310.0,3379.01,3344.505,3326.02,2808362.0,Amazon
2022-03-31,2022,March,31,3328.895,3259.07,3329.9,3294.485,3259.95,2998288.0,Amazon
2022-04-01,2022,April,1,3282.99,3246.39,3316.54,3281.465,3271.2,2854474.0,Amazon
2022-04-04,2022,April,4,3282.5,3264.11,3367.89,3316.0,3366.93,2500397.0,Amazon
2022-04-05,2022,April,5,3354.83,3265.32,3362.21,3313.7650000000003,3281.1,2686427.0,Amazon
2022-04-06,2022,April,6,3233.01,3145.09,3244.0,3194.545,3175.12,3952787.0,Amazon
2022-04-07,2022,April,7,3168.0,3090.23,3201.58,3145.9049999999997,3155.69,3406838.0,Amazon
2022-04-08,2022,April,8,3135.0,3084.615,3147.37,3115.9925,3089.21,2300082.0,Amazon
2022-04-11,2022,April,11,3054.26,3010.69,3082.73,3046.71,3022.44,2605616.0,Amazon
2022-04-12,2022,April,12,3073.85,3007.66,3101.98,3054.8199999999997,3015.75,2758871.0,Amazon
2022-04-13,2022,April,13,3000.37,2992.0,3120.5,3056.25,3110.82,2669543.0,Amazon
2022-04-14,2022,April,14,3107.8,3029.435,3117.94,3073.6875,3034.13,2579906.0,Amazon
2022-04-18,2022,April,18,3030.47,3005.01,3080.79,3042.9,3055.7,2325675.0,Amazon
2022-04-19,2022,April,19,3040.59,3031.01,3172.98,3101.995,3162.31,2746320.0,Amazon
2022-04-20,2022,April,20,3152.05,3072.07,3152.05,3112.0600000000004,3079.96,2981500.0,Amazon
2022-04-21,2022,April,21,3094.28,2951.79,3134.76,3043.275,2965.92,3198465.0,Amazon
2022-04-22,2022,April,22,2965.0,2873.95,2992.3,2933.125,2887.0,3653928.0,Amazon
2022-04-25,2022,April,25,2880.46,2846.131,2924.43,2885.2805,2921.48,3093748.0,Amazon
2022-04-26,2022,April,26,2896.0,2778.59,2897.115,2837.8525,2787.82,3876457.0,Amazon
2022-04-27,2022,April,27,2803.83,2715.67,2838.97,2777.3199999999997,2763.34,3566814.0,Amazon
2022-04-28,2022,April,28,2843.56,2806.0,2918.75,2862.375,2891.93,5865846.0,Amazon
2022-04-29,2022,April,29,2596.98,2432.5,2615.22,2523.8599999999997,2485.63,13633089.0,Amazon
2022-05-02,2022,May,2,2448.02,2367.5,2493.365,2430.4325,2490.0,7439448.0,Amazon
2022-05-03,2022,May,3,2481.07,2456.5,2524.41,2490.455,2485.07,3956667.0,Amazon
2022-05-04,2022,May,4,2472.0,2383.66,2520.0,2451.83,2518.57,5537267.0,Amazon
2022-05-05,2022,May,5,2460.0,2301.45,2469.98,2385.715,2328.14,7219560.0,Amazon
2022-05-06,2022,May,6,2297.0,2261.625,2381.01,2321.3175,2295.45,6212994.0,Amazon
2022-05-09,2022,May,9,2226.25,2159.14,2280.0,2219.5699999999997,2175.78,6406218.0,Amazon
2022-05-10,2022,May,10,2225.0,2143.42,2252.85,2198.135,2177.18,5271690.0,Amazon
2022-05-11,2022,May,11,2162.07,2088.57,2203.12,2145.8450000000003,2107.44,5485181.0,Amazon
2022-05-12,2022,May,12,2055.0,2048.11,2215.615,2131.8625,2138.61,6601256.0,Amazon
2022-05-13,2022,May,13,2181.38,2156.0,2263.68,2209.84,2261.1,4684227.0,Amazon
2022-05-16,2022,May,16,2262.0,2207.083,2279.85,2243.4665,2216.21,3728286.0,Amazon
2022-05-17,2022,May,17,2265.5,2225.53,2316.0,2270.7650000000003,2307.37,3822386.0,Amazon
2022-05-18,2022,May,18,2228.79,2124.975,2257.06,2191.0175,2142.25,5418958.0,Amazon
2022-05-19,2022,May,19,2125.61,2123.858,2200.68,2162.2690000000002,2146.38,4407126.0,Amazon
2022-05-20,2022,May,20,2191.37,2100.187,2197.96,2149.0735,2151.82,4975031.0,Amazon
2022-05-23,2022,May,23,2169.22,2079.0,2176.375,2127.6875,2151.14,5389867.0,Amazon
2022-05-24,2022,May,24,2080.5,2025.2,2108.0,2066.6,2082.0,5146733.0,Amazon
2022-05-25,2022,May,25,2073.11,2073.0,2163.5,2118.25,2135.5,4656004.0,Amazon
2022-05-26,2022,May,26,2159.4,2149.07,2253.31,2201.19,2221.55,4650129.0,Amazon
2022-05-27,2022,May,27,2271.0,2252.56,2303.74,2278.1499999999996,2302.93,4683007.0,Amazon
2022-05-31,2022,May,31,2325.6,2313.5,2439.89,2376.6949999999997,2404.19,7231707.0,Amazon
2022-06-01,2022,June,1,2445.12,2412.445,2503.58,2458.0125,2433.68,6376448.0,Amazon
2022-06-02,2022,June,2,2433.68,2400.9,2512.2,2456.55,2510.22,5028033.0,Amazon
2022-06-03,2022,June,3,2484.0,2420.929,2488.0,2454.4645,2447.0,4880165.0,Amazon
2022-06-06,2022,June,6,125.245,123.81,128.99,126.4,124.79,135268984.0,Amazon
2022-06-07,2022,June,7,122.005,120.63,124.1,122.365,123.0,85156711.0,Amazon
2022-06-08,2022,June,8,122.61,120.75,123.75,122.25,121.18,64926594.0,Amazon
2022-06-09,2022,June,9,119.99,116.1,121.3,118.69999999999999,116.15,67029844.0,Amazon
2022-06-10,2022,June,10,113.415,109.05,114.5,111.775,109.65,87412250.0,Amazon
2022-06-13,2022,June,13,104.19,101.86,106.54,104.2,103.67,99277742.0,Amazon
2022-06-14,2022,June,14,104.19,101.43,104.88,103.155,102.31,69728758.0,Amazon
2022-06-15,2022,June,15,103.86,103.53,109.06,106.295,107.67,85011055.0,Amazon
2022-06-16,2022,June,16,104.47,102.01,104.58,103.295,103.66,82186305.0,Amazon
2022-06-17,2022,June,17,102.8,102.51,106.98,104.745,106.22,99772148.0,Amazon
2022-06-21,2022,June,21,108.2,103.56,111.6299,107.59495000000001,108.68,70901250.0,Amazon
2022-06-22,2022,June,22,107.43,107.02,112.13,109.57499999999999,108.95,60040129.0,Amazon
2022-06-23,2022,June,23,110.39,107.93,113.0,110.465,112.44,64345301.0,Amazon
2022-06-24,2022,June,24,112.38,111.43,116.71,114.07,116.46,69867617.0,Amazon
2022-06-27,2022,June,27,117.09,112.7,117.98,115.34,113.22,62133238.0,Amazon
2022-06-28,2022,June,28,113.5,107.04,114.85,110.945,107.4,75172031.0,Amazon
2022-06-29,2022,June,29,107.38,106.91,110.99,108.94999999999999,108.92,66375344.0,Amazon
2022-06-30,2022,June,30,108.11,102.52,108.18,105.35,106.21,97679398.0,Amazon
2022-07-01,2022,July,1,106.29,105.8469,109.75,107.79845,109.56,73021172.0,Amazon
2022-07-05,2022,July,5,107.6,106.3242,114.08,110.2021,113.5,76684406.0,Amazon
2022-07-06,2022,July,6,113.21,112.01,115.48,113.745,114.33,66958883.0,Amazon
2022-07-07,2022,July,7,113.85,113.49,116.99,115.24,116.33,57872320.0,Amazon
2022-07-08,2022,July,8,114.6,113.69,116.58,115.13499999999999,115.54,45719688.0,Amazon
2022-07-11,2022,July,11,114.08,110.87,114.3,112.58500000000001,111.75,53540020.0,Amazon
2022-07-12,2022,July,12,112.16,108.34,113.23,110.785,109.22,54280262.0,Amazon
2022-07-13,2022,July,13,107.03,106.01,111.78,108.89500000000001,110.4,61353809.0,Amazon
2022-07-14,2022,July,14,110.24,107.58,111.18,109.38,110.63,51163141.0,Amazon
2022-07-15,2022,July,15,112.5,111.59,115.59,113.59,113.55,84317820.0,Amazon
2022-07-18,2022,July,18,115.0,113.15,117.24,115.195,113.76,59115422.0,Amazon
2022-07-19,2022,July,19,115.7,114.03,118.95,116.49000000000001,118.21,60990039.0,Amazon
2022-07-20,2022,July,20,118.615,118.32,123.475,120.8975,122.77,71268320.0,Amazon
2022-07-21,2022,July,21,123.2,121.26,124.85,123.055,124.63,60239887.0,Amazon
2022-07-22,2022,July,22,125.01,121.3504,125.5,123.42519999999999,122.42,51463801.0,Amazon
